,Sr #,Parish,Code,Townland,1841 Male,1841 Female,1841 Inhabited,1841 Uninhabited,1851 Male,1851 Female,1851 Inhabited,1851 Uninhabited,1861 Male,1861 Female,1861 Inhabited,1861 Uninhabited,1871 Male,1871 Female,1871 Inhabited,1871 Uninhabited,1881 Male,1881 Female,1881 Inhabited,1881 Uninhabited,1891 Male,1891 Female,1891 Inhabited,1891 Uninhabited,Remarks
1122,1123,Rathfarnham,,RATHGAR,280.0,465.0,125.0,11.0,465.0,715.0,200.0,5.0,604.0,1052.0,287.0,23.0,,,,,,,,,,,,,
1123,1124,Rathfarnham,260871.0,TERENURE,247.0,335.0,92.0,9.0,452.0,608.0,179.0,9.0,401.0,529.0,165.0,,435.0,569.0,161.0,23.0,497.0,524.0,165.0,26.0,452.0,580.0,175.0,16.0,
1124,1125,Rathfarnham,,WHITEHALL,35.0,32.0,9.0,,32.0,19.0,6.0,2.0,25.0,24.0,6.0,2.0,26.0,25.0,8.0,,35.0,26.0,9.0,,24.0,23.0,8.0,1.0,
1125,1126,Rathfarnham,260929.0,WILLBROOK,73.0,86.0,31.0,7.0,19.0,24.0,6.0,2.0,15.0,25.0,8.0,,14.0,18.0,8.0,2.0,26.0,44.0,13.0,,13.0,20.0,6.0,1.0,
1126,1127,Rathfarnham,,RATHFARNHAM,310.0,334.0,98.0,7.0,325.0,332.0,101.0,5.0,459.0,606.0,165.0,11.0,284.0,305.0,92.0,9.0,374.0,372.0,141.0,6.0,344.0,369.0,127.0,22.0,
1127,1128,Rathfarnham,,PONDS,104.0,119.0,43.0,6.0,87.0,101.0,29.0,1.0,,,,,104.0,113.0,39.0,5.0,,,,,645.0,637.0,220.0,17.0,
1128,1129,Rathfarnham,,ROUND TOWN,486.0,562.0,172.0,7.0,425.0,426.0,138.0,7.0,444.0,495.0,170.0,7.0,445.0,458.0,178.0,4.0,594.0,549.0,194.0,11.0,87.0,73.0,32.0,3.0,
1129,1130,Rathfarnham,,WILLBROOK,,,,,80.0,91.0,31.0,1.0,74.0,81.0,33.0,2.0,68.0,62.0,30.0,1.0,75.0,87.0,28.0,,,,,,
1130,1131,Rathfarnham,,RATHMINES AND RATHGAR,,,,,,,,,,,,,1077.0,1839.0,498.0,31.0,1252.0,2266.0,649.0,55.0,1380.0,2471.0,743.0,38.0,
1131,1132,Rathfarnham,,TOTAL,1953.0,2441.0,694.0,52.0,2455.0,3024.0,888.0,48.0,2349.0,3275.0,957.0,50.0,2782.0,3997.0,1151.0,82.0,3141.0,4493.0,1318.0,103.0,3253.0,4782.0,1440.0,113.0,Yellow highlited total are not clear
1132,1133,Rathmichael,,ANNAGHASKIN,,,,,7.0,5.0,1.0,,8.0,5.0,1.0,,,,,,16.0,10.0,2.0,,1.0,1.0,1.0,,
1133,1134,Rathmichael,,BALLYCORNS,58.0,69.0,19.0,,48.0,62.0,18.0,1.0,90.0,88.0,30.0,,103.0,92.0,32.0,,99.0,76.0,29.0,1.0,67.0,63.0,24.0,5.0,Yellow highlited total are not clear
1134,1135,Rathmichael,260123.0,BARNASLINGAN,1.0,4.0,1.0,,16.0,32.0,7.0,,8.0,10.0,3.0,,6.0,8.0,2.0,,9.0,6.0,3.0,,10.0,4.0,4.0,,
1135,1136,Rathmichael,260416.0,GLEBE (ED Shankill-Rathmichael),1.0,5.0,1.0,,,,,1.0,1.0,2.0,1.0,,2.0,3.0,1.0,,1.0,5.0,1.0,,1.0,3.0,1.0,,
1136,1137,Rathmichael,260503.0,JOHNSTOWN,3.0,3.0,1.0,,3.0,1.0,1.0,,4.0,3.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,
1137,1138,Rathmichael,,LOUGHLINSTOWN COMMONS,57.0,58.0,18.0,,45.0,47.0,21.0,1.0,68.0,69.0,26.0,,,,,,,,,,,,,,
1138,1139,Rathmichael,260763.0,RATHMICHAEL,82.0,74.0,28.0,1.0,91.0,95.0,26.0,1.0,65.0,55.0,18.0,,30.0,28.0,9.0,,37.0,24.0,10.0,1.0,30.0,16.0,10.0,1.0,
1139,1140,Rathmichael,,SHANGANEGH,194.0,218.0,62.0,4.0,164.0,173.0,59.0,14.0,251.0,297.0,81.0,9.0,184.0,219.0,79.0,8.0,129.0,188.0,58.0,10.0,155.0,239.0,75.0,6.0,
1140,1141,Rathmichael,,SHANKILL,298.0,322.0,103.0,8.0,235.0,274.0,85.0,7.0,202.0,238.0,75.0,7.0,93.0,90.0,30.0,4.0,95.0,105.0,37.0,3.0,76.0,84.0,38.0,7.0,
1141,1142,Rathmichael,,RATHDOWN WORKHOUSE,,,,,288.0,281.0,6.0,,190.0,189.0,1.0,,,,,,,,,,401.0,369.0,43.0,5.0,
1142,1143,Rathmichael,,KILLMEY AND BALLYBRACK,,,,,,,,,,,,,367.0,378.0,39.0,2.0,507.0,472.0,57.0,6.0,191.0,170.0,74.0,7.0,
1143,1144,Rathmichael,,BILLYTOWN,,,,,,,,,,,,,176.0,163.0,62.0,,204.0,188.0,78.0,5.0,,,,,
1144,1145,Rathmichael,,TOTAL,694.0,753.0,233.0,13.0,897.0,970.0,224.0,25.0,887.0,956.0,237.0,16.0,962.0,981.0,255.0,14.0,1097.0,174.0,275.0,27.0,932.0,939.0,270.0,32.0,Yellow highlited total are not clear
1145,1146,Stillorgan,260209.0,CARRYSFORT,13.0,20.0,3.0,,7.0,5.0,3.0,,3.0,4.0,3.0,,,,,,,,,,,,,,
1146,1147,Stillorgan,,GLEBE,3.0,5.0,2.0,,3.0,7.0,2.0,1.0,3.0,6.0,2.0,,2.0,5.0,2.0,,4.0,5.0,2.0,,3.0,9.0,2.0,,
1147,1148,Stillorgan,260852.0,STILLORGAN GROVE,50.0,53.0,14.0,,50.0,78.0,18.0,2.0,65.0,79.0,25.0,1.0,87.0,153.0,35.0,,72.0,157.0,32.0,3.0,66.0,125.0,27.0,5.0,
1148,1149,Stillorgan,260853.0,STILLORGAN NORTH,29.0,35.0,8.0,,21.0,48.0,11.0,,31.0,47.0,13.0,,,,,,,,,,13.0,34.0,8.0,,
1149,1150,Stillorgan,260854.0,STILLORGAN PARK,255.0,336.0,107.0,7.0,85.0,118.0,37.0,3.0,81.0,108.0,37.0,1.0,56.0,82.0,26.0,3.0,46.0,66.0,21.0,4.0,115.0,82.0,22.0,1.0,
1150,1151,Stillorgan,260855.0,STILLORGAN SOUTH,36.0,64.0,18.0,,31.0,54.0,17.0,3.0,31.0,49.0,17.0,4.0,,,,,,,,,35.0,42.0,17.0,1.0,
1151,1152,Stillorgan,260908.0,WALTERSLAND,3.0,7.0,1.0,,2.0,9.0,1.0,,2.0,2.0,2.0,,4.0,11.0,2.0,,11.0,7.0,3.0,,4.0,13.0,3.0,,
1152,1153,Stillorgan,260937.0,WOODLAND,14.0,16.0,4.0,,18.0,34.0,6.0,,21.0,29.0,7.0,,9.0,17.0,5.0,,13.0,16.0,5.0,,15.0,23.0,6.0,1.0,
1153,1154,Stillorgan,,NEWTOWNPARK,,,,,197.0,229.0,80.0,6.0,193.0,203.0,83.0,5.0,242.0,243.0,98.0,14.0,285.0,301.0,116.0,13.0,247.0,282.0,116.0,17.0,
1154,1155,Stillorgan,,STILLORGAN,303.0,308.0,107.0,4.0,270.0,292.0,111.0,9.0,300.0,278.0,113.0,6.0,245.0,268.0,122.0,28.0,274.0,277.0,131.0,9.0,203.0,193.0,92.0,15.0,
1155,1156,Stillorgan,,BLACKROCK (Rathdown By),,,,,,,,,,,,,85.0,150.0,35.0,2.0,191.0,182.0,41.0,4.0,221.0,107.0,42.0,3.0,
1156,1157,Stillorgan,,TOTAL,706.0,844.0,264.0,11.0,684.0,874.0,286.0,24.0,730.0,805.0,302.0,17.0,730.0,929.0,325.0,47.0,896.0,1011.0,351.0,33.0,927.0,1000.0,335.0,43.0,Yellow highlited total are not clear
1157,1158,Taney,260027.0,BALALLY,136.0,125.0,52.0,6.0,136.0,129.0,39.0,8.0,161.0,159.0,59.0,4.0,140.0,155.0,51.0,4.0,148.0,145.0,55.0,5.0,154.0,183.0,54.0,4.0,
1158,1159,Taney,260059.0,BALLINTEER,84.0,78.0,29.0,3.0,91.0,60.0,27.0,6.0,53.0,68.0,25.0,5.0,69.0,87.0,33.0,1.0,50.0,61.0,17.0,4.0,20.0,47.0,14.0,4.0,
1159,1160,Taney,260224.0,CHURCHTOWN LOWER,118.0,167.0,54.0,2.0,206.0,212.0,67.0,21.0,81.0,107.0,29.0,4.0,169.0,115.0,18.0,3.0,255.0,152.0,34.0,,220.0,134.0,27.0,3.0,
1160,1161,Taney,260225.0,CHURCHTOWN UPPER,94.0,100.0,30.0,2.0,82.0,104.0,31.0,3.0,79.0,101.0,29.0,3.0,148.0,206.0,59.0,7.0,132.0,185.0,58.0,5.0,133.0,161.0,61.0,6.0,
1161,1162,Taney,260352.0,DRUMMARTIN,159.0,179.0,52.0,8.0,136.0,146.0,54.0,7.0,160.0,163.0,51.0,3.0,128.0,158.0,56.0,6.0,54.0,95.0,26.0,3.0,70.0,86.0,25.0,2.0,
1162,1163,Taney,260356.0,DUNDRUM,83.0,82.0,27.0,3.0,85.0,108.0,33.0,6.0,113.0,200.0,49.0,3.0,92.0,170.0,43.0,4.0,116.0,188.0,50.0,4.0,166.0,239.0,67.0,1.0,
1163,1164,Taney,260369.0,FARRANBOLEY,98.0,110.0,33.0,5.0,104.0,193.0,48.0,3.0,118.0,153.0,45.0,2.0,98.0,130.0,48.0,2.0,64.0,73.0,22.0,1.0,71.0,111.0,29.0,3.0,
1164,1165,Taney,260389.0,FRIARLAND,3.0,8.0,3.0,,6.0,13.0,4.0,,12.0,13.0,5.0,,6.0,7.0,3.0,1.0,7.0,16.0,3.0,1.0,10.0,29.0,5.0,,
1165,1166,Taney,260558.0,KINGSTOWN,17.0,9.0,4.0,,9.0,8.0,2.0,,2.0,,1.0,,7.0,10.0,2.0,,8.0,9.0,3.0,,13.0,13.0,4.0,,
1166,1167,Taney,260653.0,MOUNTANVILLE,12.0,11.0,4.0,,5.0,8.0,3.0,1.0,16.0,14.0,4.0,,5.0,100.0,3.0,,8.0,91.0,3.0,1.0,7.0,114.0,4.0,1.0,
1167,1168,Taney,260650.0,MOUNT MERRION or CALLARY,39.0,34.0,12.0,,57.0,72.0,17.0,,59.0,59.0,19.0,1.0,68.0,78.0,21.0,1.0,51.0,61.0,21.0,,44.0,41.0,20.0,3.0,
1168,1169,Taney,260656.0,MOUNTMERRION SOUTH,,,,,7.0,4.0,2.0,1.0,4.0,6.0,2.0,,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,1.0,
1169,1170,Taney,,RATHMINES GREAT,3.0,3.0,1.0,,3.0,7.0,1.0,,4.0,7.0,1.0,,,,,,9.0,4.0,2.0,,16.0,16.0,5.0,,
1170,1171,Taney,,RATHMINES LITTLE,3.0,1.0,1.0,,2.0,6.0,1.0,,3.0,5.0,1.0,,4.0,3.0,2.0,1.0,7.0,11.0,3.0,1.0,2.0,2.0,1.0,,
1171,1172,Taney,260789.0,ROEBUCK,393.0,532.0,132.0,11.0,297.0,372.0,115.0,9.0,283.0,428.0,120.0,7.0,308.0,421.0,126.0,2.0,241.0,348.0,108.0,2.0,287.0,385.0,117.0,15.0,
1172,1173,Taney,260878.0,TIKNOCK,127.0,108.0,40.0,,134.0,114.0,39.0,,95.0,83.0,32.0,1.0,74.0,56.0,25.0,,71.0,38.0,19.0,,56.0,34.0,17.0,,
1173,1174,Taney,260895.0,TRIMBLESTOWN or OWENSTOWN,30.0,36.0,9.0,,17.0,30.0,8.0,,9.0,27.0,5.0,,6.0,13.0,4.0,,12.0,16.0,6.0,,29.0,30.0,9.0,,
1174,1175,Taney,,CLOUSKEAGH,,,,,,,,,,,,,,,,,66.0,62.0,25.0,,250.0,298.0,100.0,5.0,
1175,1176,Taney,,DUNDRUM,271.0,279.0,94.0,14.0,276.0,318.0,104.0,14.0,250.0,237.0,96.0,5.0,245.0,295.0,103.0,1.0,231.0,261.0,88.0,11.0,65.0,68.0,29.0,5.0,
1176,1177,Taney,,GOALSTOWN,,,,,,,,,,,,,,,,,72.0,73.0,31.0,,78.0,83.0,26.0,4.0,
1177,1178,Taney,,HILLTOWN,,,,,,,,,,,,,,,,,82.0,77.0,25.0,2.0,199.0,226.0,84.0,2.0,
1178,1179,Taney,,ROSEMONT,,,,,,,,,123.0,125.0,51.0,3.0,114.0,133.0,49.0,,161.0,196.0,70.0,2.0,150.0,165.0,67.0,7.0,
1179,1180,Taney,,WINDY HARBOUR,112.0,123.0,40.0,,43.0,44.0,18.0,4.0,156.0,156.0,69.0,4.0,149.0,165.0,79.0,3.0,159.0,174.0,75.0,1.0,,,,,
1180,1181,Taney,,CENTRAL CRIMINAL LUNATRO ASYLUM,,,,,55.0,33.0,1.0,,93.0,40.0,1.0,,,,,,,,,,,,,,
1181,1182,Taney,,TOTAL,1782.0,1985.0,617.0,54.0,1751.0,1981.0,614.0,83.0,1874.0,2151.0,694.0,45.0,1832.0,2304.0,726.0,36.0,2004.0,2336.0,744.0,43.0,2041.0,2467.0,766.0,66.0,
1182,1183,Tully,260101.0,BALLYOGAN,,,,,6.0,6.0,2.0,,5.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,,,5.0,6.0,2.0,,
1183,1184,Tully,260149.0,BLACKTHORN,8.0,9.0,3.0,2.0,3.0,10.0,2.0,,2.0,4.0,1.0,,3.0,5.0,1.0,,,,,,5.0,2.0,1.0,,
1184,1185,Tully,260165.0,BRENANSTOWN,69.0,75.0,23.0,1.0,87.0,97.0,28.0,2.0,59.0,80.0,25.0,2.0,61.0,70.0,24.0,2.0,64.0,65.0,24.0,1.0,39.0,62.0,24.0,3.0,
1185,1186,Tully,260201.0,CARMANHALL,8.0,13.0,3.0,2.0,13.0,16.0,5.0,1.0,12.0,15.0,4.0,,11.0,23.0,4.0,,14.0,25.0,4.0,,10.0,21.0,4.0,,
1186,1187,Tully,260202.0,CARMANHALL and LEOPARDSTOWN,30.0,31.0,9.0,,29.0,18.0,7.0,,21.0,11.0,7.0,1.0,28.0,22.0,12.0,,41.0,20.0,9.0,,31.0,23.0,14.0,,
1187,1188,Tully,260206.0,CARRICKMINES GREAT,58.0,46.0,17.0,,51.0,36.0,11.0,1.0,41.0,28.0,9.0,,34.0,25.0,8.0,1.0,41.0,32.0,12.0,1.0,32.0,27.0,12.0,1.0,
1188,1189,Tully,260207.0,CARRICKMINES LITTLE,5.0,2.0,1.0,,6.0,4.0,2.0,,9.0,11.0,3.0,,1.0,3.0,1.0,,7.0,8.0,3.0,,7.0,3.0,2.0,,
1189,1190,Tully,260425.0,GLENAMUCK NORTH,98.0,88.0,24.0,2.0,22.0,22.0,8.0,1.0,18.0,23.0,10.0,,22.0,15.0,7.0,3.0,21.0,16.0,9.0,2.0,19.0,16.0,10.0,,
1190,1191,Tully,260426.0,GLENAMUCK SOUTH,,,,,65.0,59.0,22.0,,83.0,51.0,19.0,1.0,55.0,41.0,11.0,3.0,44.0,19.0,7.0,2.0,35.0,20.0,12.0,1.0,
1191,1192,Tully,260495.0,JAMESTOWN,37.0,24.0,9.0,,9.0,11.0,3.0,,10.0,7.0,2.0,,3.0,2.0,1.0,,5.0,3.0,2.0,,3.0,2.0,1.0,,
1192,1193,Tully,260513.0,KERRYMOUNT,15.0,19.0,4.0,,5.0,3.0,1.0,,4.0,1.0,1.0,,24.0,31.0,8.0,,35.0,45.0,9.0,1.0,33.0,57.0,13.0,,
1193,1194,Tully,260556.0,KINGSTON,14.0,6.0,4.0,,14.0,11.0,4.0,1.0,4.0,5.0,3.0,2.0,8.0,5.0,3.0,1.0,11.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,
1194,1195,Tully,260580.0,LAUGHANSTOWN,41.0,35.0,9.0,1.0,47.0,28.0,11.0,1.0,48.0,30.0,12.0,1.0,48.0,33.0,11.0,,34.0,23.0,7.0,,24.0,17.0,8.0,1.0,
1195,1196,Tully,260662.0,MURPHYSTOWN,129.0,137.0,41.0,2.0,113.0,102.0,37.0,3.0,104.0,93.0,36.0,,89.0,78.0,31.0,1.0,86.0,87.0,30.0,,74.0,85.0,25.0,2.0,
1196,1197,Tully,260877.0,TIKNICK,91.0,93.0,31.0,,30.0,40.0,8.0,,21.0,29.0,7.0,,24.0,20.0,7.0,1.0,25.0,23.0,8.0,,22.0,18.0,8.0,,
1197,1198,Tully,,CAHMTEELY,47.0,39.0,14.0,1.0,72.0,52.0,18.0,1.0,58.0,50.0,15.0,,42.0,37.0,14.0,2.0,38.0,20.0,12.0,1.0,35.0,26.0,13.0,1.0,
1198,1199,Tully,,TOTAL,650.0,617.0,192.0,11.0,572.0,515.0,169.0,11.0,499.0,441.0,156.0,7.0,454.0,412.0,144.0,15.0,466.0,392.0,138.0,9.0,377.0,388.0,148.0,11.0,Yellow highlited total are not clear
1199,1200,Whitechurch,,BALLYBODEN,68.0,66.0,26.0,2.0,63.0,53.0,24.0,15.0,46.0,54.0,22.0,3.0,29.0,47.0,21.0,14.0,46.0,41.0,20.0,4.0,36.0,60.0,14.0,1.0,
1200,1201,Whitechurch,,CLARKSTOWN,10.0,12.0,3.0,1.0,7.0,5.0,3.0,,5.0,7.0,2.0,1.0,1.0,,1.0,1.0,11.0,16.0,5.0,,12.0,19.0,6.0,,
1201,1202,Whitechurch,,EDMONDSTOWN,77.0,83.0,28.0,7.0,80.0,90.0,35.0,15.0,127.0,127.0,55.0,10.0,54.0,65.0,24.0,,59.0,69.0,27.0,1.0,81.0,90.0,40.0,14.0,
1202,1203,Whitechurch,260454.0,HAROLDSGRANGE,129.0,141.0,45.0,,62.0,85.0,23.0,7.0,50.0,61.0,21.0,4.0,41.0,47.0,16.0,4.0,38.0,53.0,17.0,1.0,48.0,61.0,22.0,9.0,
1203,1204,Whitechurch,260543.0,KILMASHOGUE,129.0,129.0,38.0,6.0,127.0,145.0,41.0,5.0,89.0,101.0,33.0,10.0,106.0,98.0,45.0,,85.0,97.0,30.0,7.0,72.0,76.0,27.0,4.0,
1204,1205,Whitechurch,260845.0,STACKSTOWN,14.0,7.0,3.0,,12.0,3.0,3.0,,4.0,4.0,2.0,,5.0,10.0,2.0,,7.0,6.0,2.0,,,,,2.0,
1205,1206,Whitechurch,260869.0,TAYLORSGRANGE,24.0,34.0,8.0,1.0,129.0,93.0,28.0,2.0,169.0,83.0,30.0,4.0,156.0,93.0,36.0,,189.0,119.0,38.0,4.0,85.0,81.0,29.0,1.0,
1206,1207,Whitechurch,260919.0,WHITECHURCH,24.0,40.0,12.0,6.0,39.0,40.0,13.0,,29.0,46.0,18.0,6.0,31.0,55.0,10.0,1.0,30.0,45.0,13.0,2.0,28.0,39.0,11.0,4.0,
1207,1208,Whitechurch,,BALLYBODEN,124.0,128.0,46.0,6.0,77.0,88.0,39.0,8.0,74.0,85.0,40.0,6.0,74.0,77.0,37.0,2.0,88.0,102.0,41.0,3.0,71.0,90.0,40.0,6.0,
1208,1209,Whitechurch,,EDMONDSTOWN,64.0,72.0,30.0,9.0,32.0,45.0,23.0,9.0,,,,,46.0,47.0,23.0,,32.0,32.0,19.0,10.0,,,,,
1209,1210,Whitechurch,,TOTAL,663.0,712.0,239.0,38.0,628.0,647.0,232.0,61.0,593.0,568.0,223.0,44.0,543.0,539.0,215.0,22.0,585.0,580.0,212.0,32.0,434.0,526.0,189.0,41.0,Yellow highlited total are not clear
1210,1211,Ballyfermot,,BALLYFERMOT LOWER,16.0,18.0,7.0,,55.0,48.0,15.0,1.0,16.0,25.0,9.0,2.0,32.0,24.0,15.0,,29.0,41.0,12.0,,19.0,23.0,8.0,2.0,
1211,1212,Ballyfermot,260080.0,BALLYFERMOT UPPER,127.0,156.0,51.0,4.0,24.0,20.0,7.0,4.0,20.0,20.0,7.0,,17.0,26.0,8.0,3.0,7.0,19.0,6.0,1.0,22.0,21.0,9.0,1.0,
1212,1213,Ballyfermot,,BLACKDITCH,10.0,9.0,3.0,,5.0,6.0,2.0,,8.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,,2.0,4.0,1.0,,
1213,1214,Ballyfermot,260392.0,GALLANSTOWN,6.0,4.0,3.0,,85.0,97.0,37.0,3.0,63.0,72.0,30.0,3.0,81.0,69.0,32.0,6.0,81.0,69.0,31.0,1.0,79.0,58.0,24.0,18.0,
1214,1215,Ballyfermot,,TOTAL,159.0,187.0,64.0,4.0,169.0,171.0,61.0,8.0,107.0,124.0,48.0,7.0,132.0,121.0,57.0,10.0,118.0,134.0,50.0,2.0,122.0,106.0,42.0,21.0,
1215,1216,Clondalkin,260014.0,ASHFIELD,11.0,3.0,1.0,,4.0,3.0,1.0,,3.0,3.0,1.0,,1.0,2.0,1.0,,5.0,4.0,2.0,,2.0,,1.0,,
1216,1217,Clondalkin,260045.0,BALGADDY,71.0,67.0,26.0,,75.0,76.0,25.0,1.0,63.0,73.0,27.0,,45.0,59.0,26.0,,47.0,50.0,22.0,6.0,58.0,42.0,22.0,,
1217,1218,Clondalkin,260067.0,BALLYBANE,6.0,5.0,1.0,,2.0,2.0,1.0,,3.0,3.0,1.0,1.0,4.0,2.0,1.0,,3.0,2.0,1.0,,3.0,2.0,1.0,,
1218,1219,Clondalkin,260093.0,BALLYMANAGGIN,24.0,27.0,7.0,,40.0,45.0,15.0,1.0,52.0,59.0,25.0,1.0,40.0,76.0,25.0,,33.0,42.0,18.0,2.0,36.0,24.0,17.0,5.0,
1219,1220,Clondalkin,260096.0,BALLYMOUNT GREAT,17.0,2.0,1.0,,13.0,12.0,4.0,,7.0,8.0,3.0,1.0,15.0,10.0,4.0,,11.0,7.0,3.0,,14.0,12.0,4.0,,
1220,1221,Clondalkin,260098.0,BALLYMOUNT LITTLE,10.0,11.0,2.0,,4.0,4.0,1.0,,4.0,7.0,1.0,,5.0,8.0,1.0,,5.0,5.0,1.0,,4.0,6.0,1.0,,
1221,1222,Clondalkin,260127.0,BAWNOGES,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1223,Clondalkin,260131.0,BEDLESSHILL,36.0,36.0,13.0,2.0,26.0,18.0,9.0,2.0,17.0,10.0,8.0,,25.0,30.0,12.0,,21.0,25.0,8.0,,19.0,21.0,8.0,,
1223,1224,Clondalkin,260166.0,BRIDESWELL COMMONS,18.0,21.0,7.0,1.0,8.0,5.0,3.0,,2.0,2.0,1.0,,9.0,6.0,2.0,,8.0,11.0,3.0,,2.0,7.0,1.0,,
1224,1225,Clondalkin,260183.0,BUCKANDHOUNDS,5.0,7.0,2.0,,22.0,18.0,7.0,,14.0,16.0,7.0,2.0,2.0,5.0,2.0,,12.0,14.0,7.0,,8.0,8.0,4.0,,
1225,1226,Clondalkin,260189.0,BUSHELLOAF,7.0,4.0,2.0,,3.0,,1.0,,4.0,3.0,2.0,,2.0,2.0,1.0,,14.0,9.0,4.0,,20.0,12.0,4.0,,Yellow highlited total are not clear
1226,1227,Clondalkin,260199.0,CAPPAGH,36.0,40.0,9.0,,17.0,15.0,6.0,3.0,19.0,22.0,7.0,,26.0,22.0,9.0,,11.0,10.0,5.0,1.0,16.0,15.0,5.0,3.0,
1227,1228,Clondalkin,260221.0,CHEEVERSTOWN,9.0,10.0,4.0,,17.0,24.0,6.0,,16.0,14.0,7.0,,21.0,20.0,7.0,,10.0,10.0,3.0,1.0,7.0,9.0,3.0,3.0,
1228,1229,Clondalkin,260232.0,CLONBURRIS GREAT,13.0,10.0,4.0,,27.0,18.0,7.0,,14.0,12.0,4.0,,13.0,13.0,4.0,,12.0,10.0,3.0,1.0,4.0,6.0,4.0,,
1229,1230,Clondalkin,260233.0,CLONBURRIS LITTLE,4.0,5.0,1.0,1.0,6.0,11.0,2.0,,4.0,7.0,2.0,,7.0,5.0,2.0,,3.0,3.0,2.0,,,,,2.0,
1230,1231,Clondalkin,260234.0,CLONDALKIN,145.0,157.0,54.0,,141.0,165.0,55.0,3.0,87.0,94.0,37.0,2.0,149.0,207.0,67.0,8.0,149.0,177.0,64.0,9.0,138.0,171.0,61.0,3.0,
1231,1232,Clondalkin,260243.0,CLUTTERLAND,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,
1232,1233,Clondalkin,260245.0,COLDCUT,9.0,12.0,6.0,,9.0,13.0,5.0,,5.0,6.0,3.0,1.0,6.0,3.0,3.0,,3.0,6.0,3.0,,3.0,5.0,1.0,1.0,
1233,1234,Clondalkin,260257.0,COLLINSTOWN,17.0,22.0,6.0,,19.0,26.0,6.0,,14.0,19.0,7.0,,14.0,16.0,5.0,,18.0,13.0,5.0,,22.0,17.0,4.0,1.0,
1234,1235,Clondalkin,260263.0,COMMONS,7.0,12.0,3.0,,36.0,42.0,13.0,1.0,50.0,40.0,18.0,1.0,23.0,19.0,6.0,,27.0,23.0,9.0,,36.0,21.0,10.0,1.0,
1235,1236,Clondalkin,260298.0,CORKAGH,23.0,19.0,5.0,,10.0,7.0,3.0,,8.0,7.0,3.0,1.0,10.0,11.0,4.0,,2.0,4.0,1.0,,13.0,14.0,4.0,,
1236,1237,Clondalkin,260299.0,CORKAGH DEMESNE,32.0,42.0,14.0,,17.0,26.0,8.0,,11.0,18.0,6.0,,17.0,17.0,6.0,,12.0,22.0,5.0,,8.0,17.0,5.0,,
1237,1238,Clondalkin,260335.0,DEANSRATH,18.0,14.0,6.0,,21.0,19.0,5.0,,22.0,23.0,7.0,,15.0,13.0,5.0,,10.0,11.0,4.0,,8.0,9.0,3.0,1.0,
1238,1239,Clondalkin,260367.0,FAIRVIEW,25.0,15.0,8.0,1.0,23.0,26.0,8.0,1.0,20.0,11.0,4.0,1.0,16.0,10.0,5.0,,11.0,10.0,4.0,2.0,15.0,9.0,4.0,1.0,
1239,1240,Clondalkin,260385.0,FOX-and-GEESE,98.0,101.0,23.0,2.0,57.0,67.0,21.0,1.0,62.0,55.0,21.0,,35.0,31.0,16.0,,51.0,54.0,17.0,2.0,41.0,40.0,16.0,3.0,
1240,1241,Clondalkin,260386.0,FOX-and-GEESE COMMON,52.0,64.0,15.0,1.0,114.0,112.0,41.0,2.0,120.0,119.0,45.0,1.0,124.0,134.0,48.0,,124.0,96.0,44.0,5.0,108.0,109.0,46.0,6.0,
1241,1242,Clondalkin,260402.0,GIBRALTAR,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1243,Clondalkin,,KINGSWOOD,24.0,28.0,10.0,,10.0,7.0,2.0,,14.0,12.0,4.0,,2.0,4.0,1.0,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,
1243,1244,Clondalkin,260573.0,KNOCKMITTEN,102.0,7.0,4.0,,82.0,12.0,4.0,,133.0,8.0,6.0,,119.0,5.0,7.0,,70.0,6.0,2.0,,65.0,1.0,6.0,1.0,
1244,1245,Clondalkin,260645.0,MOOREENARUGGAN,3.0,6.0,3.0,,23.0,22.0,9.0,,16.0,18.0,5.0,,18.0,17.0,4.0,,15.0,12.0,4.0,1.0,10.0,13.0,4.0,,
1245,1246,Clondalkin,260664.0,NANGOR,19.0,15.0,5.0,,15.0,10.0,4.0,1.0,4.0,1.0,2.0,,8.0,2.0,2.0,,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,
1246,1247,Clondalkin,260666.0,NEILLSTOWN,83.0,89.0,26.0,,19.0,25.0,8.0,1.0,11.0,13.0,6.0,,15.0,15.0,5.0,,24.0,18.0,8.0,1.0,17.0,11.0,7.0,1.0,
1247,1248,Clondalkin,260679.0,NEWLANDS,19.0,18.0,6.0,1.0,2.0,7.0,2.0,3.0,25.0,28.0,9.0,,4.0,6.0,2.0,,5.0,3.0,1.0,,4.0,3.0,2.0,,
